224;29	3;888104457
102;217	2;888803149
234;507	4;892334803
217;68	3;889069974
201;896	3;884110766
293;553	3;888907453
201;190	4;884111873
349;411	4;879466232
110;22	4;886987826
222;96	5;878181739
222;1226	4;883815840
17;1	4;885272579
223;69	5;891550889
262;252	3;879790603
207;53	1;881681725
206;896	4;888180018
222;413	3;881061213
293;172	5;888905618
13;409	3;882141872
201;357	4;884111217
194;582	1;879535549
13;910	2;890704721
222;313	4;883814858
107;321	2;891264432
5;436	5;875720717
102;418	3;883748450
293;68	3;888906990
222;234	2;878181387
234;521	3;892079077
155;328	2;879370860
246;368	1;884924813
234;1463	5;892333573
269;211	4;891449075
13;318	3;882139686
262;275	4;879961980
102;686	3;888801673
3;328	5;889237455
49;168	5;888068686
63;288	3;875746948
194;317	4;879521657
13;898	1;884538403
268;141	3;875744832
194;648	4;879521936
49;56	5;888067307
82;191	4;878769748
222;40	1;881060550
293;655	3;888905618
234;213	3;892079190
104;544	3;888465413
336;619	3;877759833
234;850	2;892336047
275;630	3;880315243
63;250	5;875747789
20;194	3;879669152
110;1206	3;886988321
181;1312	1;878962349
102;233	3;888801622
229;260	1;891632437
193;288	1;889123777
201;537	3;884141053
104;823	1;888465554
101;840	3;877136659
254;472	3;886474456
234;731	2;892336194
181;824	1;878963305
181;1384	1;878962052
116;840	1;886309958
275;304	3;876197368
234;8	5;892079585
193;234	3;889126551
222;182	4;881058666
293;781	2;888907644
222;829	3;877563934
201;271	4;884110967
161;56	3;891171257
181;882	1;878962006
224;325	1;888082045
49;313	3;888065527
21;569	3;874951820
268;949	2;875743909
234;501	4;892334543
254;183	4;886472713
293;282	2;888905170
102;173	3;888803602
21;217	3;874951727
194;30	3;879524504
49;213	3;888066486
255;249	5;883216245
5;42	5;875636360
82;11	4;878769992
209;898	3;883460304
133;315	4;890588524
13;764	2;882141997
193;117	4;889125913
224;569	3;888104313
223;248	1;891549683
129;339	2;883244737
116;806	4;876453800
207;313	4;885066537
181;1128	1;878962279
246;100	4;884921033
181;1371	1;878962240
49;590	1;888067579
207;42	4;877878688
269;153	3;891449346
13;814	5;886302261
269;654	4;891448980
254;243	2;887347834
183;483	5;892323452
234;192	3;892078984
193;465	3;889126867
181;335	1;878961748
82;518	4;878769747
155;325	2;879371261
293;144	4;888905819
13;387	3;886304229
246;451	2;884923003
293;239	3;888907166
116;1253	2;876454109
161;213	2;891171887
268;717	1;876513785
234;709	4;892079337
293;1101	3;888906677
194;808	2;879527999
201;276	5;884111598
181;1318	1;878962349
262;405	2;879962367
102;685	3;888801876
49;628	4;888068167
82;127	2;878769777
207;1378	3;877878714
13;894	1;883670742
234;921	4;892079434
13;341	2;886952422
205;289	4;888284710
181;319	3;878961173
193;268	3;889122906
234;79	3;892079910
181;676	3;878962392
181;742	4;878962623
269;179	4;891447141
5;422	4;875636767
13;452	3;882397039
217;554	3;889070050
82;476	3;878768765
262;790	3;879795379
222;1089	1;877563659
13;25	1;882141686
13;632	3;884538664
234;294	3;891033715
234;1123	3;892335342
68;1047	1;876974379
110;204	3;886989276
262;845	4;879962052
13;416	3;882398934
13;502	5;882141458
222;672	1;878183777
222;94	3;878184866
68;1028	4;876974430
15;696	2;879456262
49;129	2;888068079
102;326	3;879082298
293;153	4;888905948
181;1202	1;878962720
49;3	3;888068877
268;1059	3;875743310
222;419	2;878182279
172;697	3;875536498
222;364	1;878185137
363;391	2;891498811
102;183	4;888801360
268;31	4;875310311
211;687	2;879437184
268;826	1;875743065
149;269	5;883512557
254;238	3;886473120
172;657	3;875538027
179;305	4;892151270
193;871	3;890860319
293;447	4;888907290
209;349	2;883589546
49;258	2;888065895
234;490	4;892079803
201;447	5;884112581
363;405	4;891497015
211;263	3;879461395
100;689	3;891375212
223;255	4;891549382
201;708	4;884140247
129;995	2;883245452
293;134	5;888905618
223;717	1;891550470
293;257	2;888904696
155;319	3;879370963
49;418	3;888067031
268;333	4;876513565
234;601	3;892334765
207;156	2;878104438
269;492	4;891449550
255;53	3;883216672
13;161	5;882397741
17;237	2;885272628
268;1090	2;875745536
181;458	3;878962350
363;1495	5;891497278
181;1386	1;878962119
13;303	4;881514876
234;660	4;892334543
363;1168	2;891496587
194;1	4;879539127
363;673	2;891496543
194;631	2;879546551
293;657	4;888905582
13;437	1;882397068
246;231	1;884922898
194;510	4;879521474
234;526	3;892334045
3;334	3;889237122
255;569	1;883216672
229;875	1;891632402
110;794	3;886988909
336;13	3;877756890
222;411	3;878185137
181;933	1;878962675
13;786	3;886303088
234;95	3;892079689
194;202	3;879524216
116;180	5;886310197
49;347	3;888065487
102;271	2;888781860
269;435	3;891449011
269;64	4;891447960
207;135	2;877822350
5;139	3;875721260
153;678	2;881370935
223;369	1;891550253
222;4	3;878183924
228;651	4;889388521
269;137	4;891446193
13;612	4;882140318
194;433	3;879523104
181;1120	1;878962279
275;89	3;875154878
293;202	3;888906490
229;358	1;891632437
268;267	3;875742077
217;117	4;889069842
181;330	1;878961668
201;175	2;884140022
13;334	1;886952467
3;350	3;889237076
181;866	1;878963037
49;821	1;888069246
293;99	3;888906402
13;353	4;886261450
49;325	3;888065744
194;383	1;879554842
201;1194	4;884111899
268;403	4;875309914
234;152	4;892826701
13;759	2;882398542
268;269	4;876513523
222;689	4;881058008
13;190	4;882397145
229;286	4;891633029
116;661	4;876454023
13;137	5;882139804
49;299	2;888068651
363;288	4;891493723
201;1425	3;884111637
234;157	2;892334400
268;114	5;875744966
102;248	3;877915935
205;326	4;888284454
101;815	3;877136392
201;513	3;884114069
21;234	5;874951657
201;61	2;884111986
110;715	2;886989440
100;905	3;891375630
201;1098	2;884112747
193;276	4;890860319
268;483	5;875309859
293;943	2;888906576
234;566	2;892335108
116;199	4;876454174
110;791	2;886989473
217;576	1;889070087
269;316	4;891446132
13;517	5;882139746
268;161	3;875744199
234;291	3;892335342
194;1409	2;879552662
222;815	2;877563716
104;1017	1;888465634
161;523	3;891170686
179;1316	3;892151489
201;204	4;884113082
262;336	3;879961474
116;604	3;876454174
49;476	1;888069222
207;28	4;877822162
363;97	2;891496513
293;8	3;888905736
234;414	4;892336021
15;924	3;879456204
179;269	3;892151064
49;202	3;888068816
116;294	2;876453376
223;120	2;891550504
15;289	3;879455262
26;864	2;891383899
234;237	3;892336021
153;64	5;881371005
222;946	2;878182237
217;185	3;889069659
13;888	2;886261388
40;271	2;889041523
336;405	3;877760374
209;1105	2;883589568
181;1048	2;878963275
246;840	4;884924045
269;293	3;891446308
246;385	1;884922272
293;23	4;888905865
293;322	2;888904456
254;125	3;886473158
363;616	3;891498135
63;323	1;875746986
82;520	3;878769703
13;384	2;882141814
268;395	2;875744021
82;480	4;878769373
102;176	3;888801360
349;105	2;879466283
82;25	2;878768435
193;485	5;889124252
293;228	3;888906315
207;183	2;875509832
255;436	4;883216544
363;102	4;891498681
222;401	2;878184422
107;258	4;891264466
207;171	3;880839802
201;482	4;884111360
222;62	4;878183616
223;276	4;891549324
207;1118	3;878104017
269;50	3;891448926
293;466	3;888906655
275;142	2;880315197
181;829	1;878962675
13;243	3;882140966
100;289	3;891375359
268;558	3;875309304
268;108	3;875742992
181;21	1;878963381
254;174	5;886471720
262;419	3;879791710
104;347	2;888442140
363;316	3;891493918
181;112	1;878962955
100;691	4;891375260
13;776	2;882398934
181;1390	1;878962052
336;202	1;877757909
254;222	4;886471346
268;265	3;875310603
234;221	2;891227814
181;1282	1;878962496
102;403	3;888801812
269;902	5;891446132
336;864	1;877757837
161;286	2;891169991
234;781	2;892335764
181;148	2;878963204
262;238	4;879792713
13;530	5;881515295
363;906	2;891493795
179;301	4;892151565
194;450	1;879555001
224;86	3;888082612
194;218	4;879524892
199;242	5;883782485
153;22	2;881371140
363;189	5;891495070
268;82	3;875310784
194;559	2;879521937
181;1370	1;878962550
336;395	2;877757094
102;810	2;888802508
181;1272	1;878962349
234;965	3;892079538
222;232	4;878183985
13;907	1;884538485
363;1007	5;891499355
13;232	3;890704999
13;861	3;882139774
13;48	5;882139863
181;840	1;878963204
181;1259	1;878962496
206;904	1;888180081
153;127	3;881371140
13;505	3;882140389
246;675	4;884920978
268;129	2;875742437
181;1378	1;878962169
246;720	1;884923592
82;103	2;878768665
262;1054	2;879791536
21;974	3;874951416
161;127	3;891171698
15;508	2;879455789
255;763	5;883217072
20;405	3;879668555
206;258	4;888179602
13;21	3;882399040
254;162	3;886472643
104;475	4;888465582
293;55	4;888906096
269;1480	1;891451725
172;485	3;875538028
262;44	2;879794446
293;679	2;888906699
40;303	4;889041283
3;341	1;889237055
207;150	3;877847150
82;1001	1;878769138
13;869	3;882141727
262;270	3;879961283
205;258	3;888284313
293;31	2;888906244
15;754	5;879455080
181;324	1;878961814
194;117	3;879535704
363;71	3;891495301
223;1300	1;891550470
262;145	1;879795155
209;304	2;883460468
224;212	1;888104188
293;27	3;888907753
234;603	4;892333573
181;269	1;878961511
293;405	1;888905198
183;225	1;891467546
254;259	2;886470859
149;305	4;883512658
181;276	2;878962816
269;919	4;891446132
289;473	1;876790576
234;604	5;892078936
293;616	3;888907753
222;449	4;878184899
13;61	4;882140552
201;128	2;884111546
181;827	2;878963276
13;784	1;882397084
26;508	3;891352941
269;177	5;891449214
199;324	1;883782509
363;55	5;891495682
268;17	3;875743588
336;571	1;877756999
181;1289	1;878962866
5;40	4;879198109
181;766	1;878962675
110;575	3;886989566
275;423	4;880315322
101;1034	2;877136686
5;90	3;875636297
254;90	1;886475406
194;425	2;879522240
207;188	3;875509262
13;457	1;883670785
234;1	3;891227689
63;13	4;875747439
194;124	4;879539229
21;292	3;874950889
161;274	2;891172070
110;732	3;886988018
181;283	3;878963241
181;1373	1;878962052
293;12	4;888905665
269;645	4;891448048
13;40	2;886302815
61;342	2;892302309
5;153	5;875636375
199;322	2;883782636
269;272	3;891445757
234;274	3;892334765
268;746	3;876513855
201;70	3;884112029
13;351	1;886302385
223;1014	4;891549975
13;73	3;882141485
181;922	1;878963305
13;467	5;882140588
207;245	3;877994095
269;213	5;891447255
363;1267	2;891496481
201;285	4;884114471
234;328	2;891033772
293;147	2;888905229
101;118	3;877136424
269;497	3;891449429
194;517	3;879521856
281;989	2;881200789
102;689	3;883277481
268;232	3;875310745
201;324	5;884110811
293;761	2;888907981
268;421	3;876513927
5;94	3;878844651
234;423	4;892334079
13;443	4;882140588
100;316	5;891375313
21;774	2;874951898
5;389	1;875721315
234;54	2;892336257
199;678	1;883782636
269;387	3;891448283
201;340	5;884110887
5;411	1;875635431
224;1085	1;888104393
336;117	3;877760603
234;727	3;892079475
194;1220	3;879524790
222;819	2;877563353
82;109	1;884714204
380;176	3;885481179
293;2	3;888907101
254;15	3;886471307
223;118	2;891549945
183;250	2;891464352
194;509	3;879522085
116;531	2;876453519
363;433	4;891495143
217;1303	2;889069944
49;122	2;888069138
149;312	1;883512950
21;773	3;874951797
82;281	3;884714290
268;1157	1;875745428
21;325	4;874950931
349;370	2;879466283
194;284	3;879539410
380;197	3;885478886
268;153	5;875743503
234;96	2;892334141
363;182	1;891494962
116;421	3;876453800
13;118	4;882397581
234;847	4;891227730
5;109	5;875635350
82;1101	4;878770169
3;318	4;889237482
201;68	2;884112487
26;343	3;891349238
206;873	3;888179833
181;978	1;878963305
68;288	4;876973726
26;871	2;891379664
13;539	1;883670785
49;594	3;888068245
15;18	1;879455681
102;239	3;888804089
293;871	1;888908066
26;315	3;891347400
5;230	3;875636070
269;142	1;891451570
194;417	2;879525695
201;333	2;884110927
209;321	4;883461108
179;310	4;892151365
268;781	3;875743951
129;307	2;883244637
246;541	3;884923487
234;117	2;892334976
116;332	3;876451998
255;841	1;883216902
217;258	1;889069536
107;300	1;891264432
254;843	2;886474807
224;518	1;888103906
194;26	3;879522240
13;265	4;882140038
269;506	5;891449572
15;286	2;879455049
268;679	4;876514107
5;388	2;879198898
194;366	2;879525761
193;174	4;889125720
201;265	3;884310104
49;151	5;888067727
380;530	5;885478886
293;82	4;888906402
201;462	1;884141208
363;336	4;891494011
293;208	3;888906071
181;740	2;878963085
172;478	3;875538027
49;52	2;888066647
102;746	2;892993190
224;387	4;888103906
13;854	1;882396914
104;25	3;888465634
21;820	3;874951616
194;185	4;879521254
181;149	1;878962719
21;844	4;874951292
194;527	4;879521474
281;538	4;881200520
255;565	1;883216748
110;783	3;886988967
254;214	1;886472608
293;1147	4;888907081
207;187	5;877878688
224;724	3;888082742
217;174	3;889069684
181;256	1;878962086
3;300	2;889236939
20;1	3;879667963
224;751	3;888081913
110;232	3;886988449
363;183	4;891494835
224;148	3;888104154
262;22	4;879792452
363;802	2;891498681
262;98	4;879792331
181;125	3;878962816
20;69	1;879668979
363;134	2;891494725
201;406	1;884114505
13;514	5;881515112
222;7	5;877563168
102;358	3;888957092
68;50	5;876973969
13;752	1;886952569
194;58	4;879522917
181;368	1;878963440
201;673	3;884140115
201;1427	2;884113975
246;469	3;884922475
181;1385	1;878962051
13;857	3;881515348
82;310	4;879788290
336;208	2;877757930
363;237	2;891496306
363;270	2;891493723
13;615	4;881515348
5;227	4;875636099
201;193	3;884140078
293;158	2;888907603
21;121	1;874951416
224;223	3;888082468
49;101	3;888067164
15;148	3;879456049
13;720	4;882397974
110;779	3;886988793
201;596	4;884141438
199;988	1;883782655
293;425	4;888905923
13;887	5;882140867
181;10	2;878962955
13;683	1;886952521
194;215	3;879524291
21;758	1;874951314
268;139	2;875744744
207;1226	2;882081278
246;1101	5;884921380
269;139	1;891451492
222;780	3;881060370
49;143	3;888067726
268;209	4;875310311
13;269	2;889292060
193;33	3;889125912
380;132	4;885479186
149;308	2;883512658
234;1149	3;892318060
363;163	3;891495143
179;272	5;892151202
194;471	3;879540807
222;125	5;877563802
268;978	2;876513927
302;307	4;879436739
207;540	3;880161839
15;864	4;879456231
201;544	2;884140307
293;401	1;888907453
172;183	5;875538864
181;834	3;878962720
246;1	4;884920918
201;684	3;884114233
234;210	3;892333616
21;860	2;874951727
13;124	5;884538663
3;345	3;889237004
254;967	3;886472139
246;588	4;884920998
181;1017	1;878962496
281;877	4;881200643
234;928	2;892336287
102;443	3;888803148
254;610	2;886472291
61;1127	4;891206274
181;1057	2;878963381
63;1008	3;875748004
26;117	3;891351590
222;529	2;881059537
246;895	5;884924976
254;755	3;886473489
5;397	2;875635907
349;847	4;879466507
289;24	4;876790292
262;195	2;879791755
380;177	3;885479082
193;111	1;889126375
26;237	3;891351590
293;164	4;888906598
217;226	1;889069878
336;845	1;877758035
13;802	2;882398254
181;1087	1;878962496
293;720	1;888907674
183;1217	3;891466405
181;846	3;878962586
49;1078	1;888067164
268;357	4;875309882
17;245	2;885166209
224;704	3;888103812
82;529	4;878770028
262;237	3;879961980
207;328	2;884386312
293;845	2;888904838
222;368	1;881061326
49;406	2;888067428
234;87	3;892079336
15;244	2;879456447
5;444	2;875720762
201;325	5;884111064
110;384	2;886989524
201;527	3;884111360
380;1449	4;885478845
293;76	3;888906824
262;625	3;879792751
363;426	2;891496927
102;797	2;888802722
223;225	3;891550193
13;890	1;883670672
246;719	4;884924026
107;340	5;891264356
224;846	4;888104116
129;269	4;883244011
336;239	3;877758001
224;287	3;888104154
293;445	4;888906315
268;998	1;875743929
155;286	4;879370860
82;414	4;878769748
181;819	3;878962550
201;1039	3;884111599
269;985	3;891446443
181;928	3;878963241
293;183	4;888906119
5;402	1;875720947
211;286	4;879437184
110;806	3;886987952
254;504	3;886472115
268;7	4;876513953
49;231	3;888069579
380;587	4;885479274
201;77	2;884140788
269;70	1;891447280
13;153	4;882139901
13;343	1;883670672
49;116	4;888066109
246;161	3;884921679
133;322	2;890588852
269;856	5;891448220
21;565	3;874951898
193;362	3;889122992
224;893	3;888082350
363;212	1;891497278
229;349	4;891633028
222;1438	4;881059993
13;301	1;882140718
201;578	2;884310148
336;1047	4;877757063
269;195	3;891449099
13;597	3;882397650
15;274	4;879456168
275;300	4;875153898
179;750	1;892151270
26;597	2;891379753
234;136	4;892317967
181;266	1;878961709
293;479	4;888905923
234;401	2;892336322
293;464	3;888906927
268;244	4;875742316
181;682	4;878961586
262;949	4;879792773
5;100	5;875635349
181;1068	1;878962052
302;879	2;879436960
234;32	3;892078936
181;929	1;878963122
13;154	5;882141335
269;436	3;891450675
349;744	2;879465785
336;999	2;877757516
380;186	3;885479355
82;472	3;878768882
222;144	5;878182416
20;742	4;879668166
380;241	2;885479997
13;601	4;882140104
5;143	3;875636815
269;98	4;891448951
380;313	4;885477859
211;876	2;879461395
193;2	3;890860198
268;91	3;875310311
262;929	3;879791031
181;990	1;878961814
13;808	2;882397833
269;531	5;891447141
13;705	5;884538766
293;155	2;888907356
102;663	3;892993190
380;172	3;885478334
194;161	4;879523576
293;642	3;888906804
206;889	2;888180081
224;277	3;888103812
3;299	3;889237199
268;762	2;875743216
222;783	2;878184899
5;370	1;875720814
222;280	3;878184545
302;270	2;879436785
194;744	3;879547130
181;937	3;878961781
201;99	3;884141438
199;294	1;883782636
222;357	4;881059014
193;258	3;889123038
183;88	3;891466760
199;111	3;883783042
363;82	3;891497047
222;247	1;878714998
234;12	1;892333830
269;401	3;891451013
293;474	5;888905685
234;170	5;892333798
224;392	4;888104154
102;565	2;888803395
5;176	3;875635962
363;555	1;891498920
102;47	2;888803636
206;1430	1;888179980
101;1057	2;877136789
228;313	5;889387172
194;451	2;879527145
234;435	3;892079040
100;1236	3;891375630
222;8	1;878182307
380;518	3;885478821
363;2	4;891495809
104;412	3;888465900
102;831	2;888802508
13;100	5;882140166
102;98	4;888802939
181;1361	1;878963122
207;832	3;877878424
293;71	4;888906905
116;1089	2;876453376
13;71	4;882398654
229;750	2;891631948
254;429	4;887347350
21;595	3;874951617
380;427	4;885478193
223;321	1;891548920
262;762	2;879790974
254;35	2;886475755
3;324	2;889237247
223;25	1;891549382
293;480	5;888905685
181;1129	1;878962675
110;77	4;886988202
262;143	3;879793970
269;444	3;891451971
380;1444	1;885480795
181;1134	2;878963167
262;778	4;879793536
293;91	2;888907499
201;20	2;884140275
222;432	3;881059142
234;945	3;892334189
201;856	3;884140709
363;228	3;891496481
21;687	2;874951005
